,DISCREPANCY
17626,remove and reinstall mrh accumulator to facilitate removal of main gearbox w/n/b/m/c          
4816,remove rh main landing gear outboard tire/wheel assembly.
7297,"worn ool bifilar bolts (x2), threads are broken in multiple areas mrc 400 card 23.2"
2048,tail rotor out of limits
1849,right hand outboard  tire has side wall damage beyond limits
9611,small hole on red tail rotor boot.          
25854,mrh hydraulics low.
24875,all three expandable pins worn out of limits.          
5733,mrh accumulator low.
11668,red blade spindle zip tie broken.          
27889,mrh blade fold indexer unit hardware worn. needs replaced.
12689,scir change:  16plbww.  no primer on all main rotor head hinge weight brackets. ccdd: 04jul18          
52,7rb2 strut is out of rig***update*** 7lb2 strut.          
494,both tires on nose landing gear have low tire pressures          
1060,lh nlg tire pressure low.          
4507,landing gear control solenoid valve fcc 3 f(p)  id/4ac5 1/3007 2/00fb 3/3983          
774,mrh accumulator low.
845,hole in black tail rotor boot.          
7860,mrh hydraulic service gauge is pegged out past max green.  a1-h60ca-mrc-100 card 47.1
14639,"black elastomeric bearing ool. limit x,y axis 1 inch.  actual 1 and 1/16 inches.  mrc-400 card d-120.          "
18166,card d-121 yellow blade lockpin bearings worn          
13007,red mrh blade spindle shank teflon sleeve broken          
17031,install tip cap due to match set blade installation          
3665,left hand nose landing gear tire is bad due to slippage in excess of 1/4 inch. 04-10-506
24256,yellow main rotor blade tip doubler corroded near no.7 screw hole. card bd-95.1          
16123,mrh hydraulics low.          
13700,remove and install blade logset to match set.          
3440,tail rotor vibrations ool iaw with the a1-h60rs-vib-200.
2187,aircraft posted landing gear airspeed exceedance download showed 154 knotts visual inspection of landing gear doors required
4845,red and back damper inboard mount bolts failed torque stabalization check.
20597,black lower mr pcr bearing disbonding beyond limit.          
22791,tail rotor vibes out of limits          
2287,install right hand main landing gear inboard brake          
13217,mrh hyd accum red          
22159,main rotor head low          
6271,main rotor accumulator fluid level is low          
20610,mrh fluid level low
23191,tail rotor indexer bent.
3000,lh outboard mlg tire is bald. poc sgt aldrich          
20012,worn lower yellow centering socket. found on card d-119.1 of mrc-400.          
11629,"mrh accum internal failure, nitrogen passing through seal to fluid side          "
18619,"mrh accumulator, hydraulic is low.          "
3730,mrh accum low          
18626,"black damper inboard and outboard bearings are worn out of limits. mrc-350 card 177. upon further inspection, inboard rod end bore ool.          "
3338,mrh autos are ool.          
24252,main rotor accumulator/damper are below servicing requirements.          
7630,temp use beanie for use on a/c 712.
457,lateral play on aft scissor.          
18465,yellow spindle journal bearing corroded out of limits. card 120          
20723,red blade exfoliating near tip cap and blade seam ool mrc-400 card 17.1
4370,remove right main landing gear outboard wheel          
4275,"rh nose landing gear tire exceeds 1/4"" limit of outside diameter measurement with the new lh nose landing gear tire.          "
975,admin install nlg drag strut act attach pin          
21835,mrh fluid low.          
24861,perform blade fold and post lube for lockpin pullers iaw mrc-350 cards 24 and 24.1          
3817,nose wheel down and lock sw 2 f(p)          
15705,worn torque stripe on black mrb spindle hinge lock pin bolt.          
11160,yellow blade pitch horn bracket hardware loose.          
4174,lh nlg tire worn beyond limits          
24538,mrh out of limit          
9448,mrh accumulator low          
19183,mrh low          
12334,perform full bleed and service of main rotor head accumulator.          
14349,remove yellow blade to facilitate the removal of yellow spindle.
6331,tail rtr vibe ool.  limit is .35  currently at .85          
1085,pbr nut setscrews are worn. card 70.1
14896,main rotor head low.          
27305,install yellow main rotor blade.
27003,upon full bleed and service nitrogen found on hydraulic side of accumulator
17006,tail rotor indexer is stuck in the retract position. pqdr submitted rcn: v55145-18-0011          
3039,mrh low          
23679,black damper drain and fill bolts safety wire loose          
1028,left and right hand nose landing gear tire pressures low.          
23509,mrh accum low          
15265,mrh needs to be serviced
19478,main rotor head out of limits          
5223,main rotor head hyd side in the red
5436,small hole in the tail rotor boot of yellow blade.          
5001,backup brake control module pressure gage fluctuates across entire range
13713,aft scissor worn out of limits          
5106,adjust black blade fold switches          
20485,bim indicator on black blade does not any black indication within 10-30 second.          
16473,red tail rotor blade boot has small hole. card 11.12.
6210,perform tail rotor vibration analysis due to removal and replacement of tail rotor servo.          
8408,black droop stop worn.
3416,rh nlg tire is worn beyond limits.
13159,black tail rotor blade outboard zip tie not properly securing trb boot. (boot slipping from under zip tie)          
22330,mrh accumulator low. hydraulic pressure at add line.
3674,mrh low          
4281,main rotor head accumulator hydraulic fluid level low. see mrc-100 step 47.1.          
19586,remove black mr blade          
16013,order spherical bearings for payback. turn in parts to atcs mattos when parts received. no maintenance required.          
6186,remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: x221-03839;  pos cd: black          
20725,mrh accum low.          
18264,hi time: blue blade tip cap upper #6 screw (s/n 12933-up)
1945,play on fwd scissor          
27508,remove red mrb assy a237-04321 and mrb tip cap assy a849-16753.  re-install when notified by maint control.
27340,scir change:  1lv781t.  remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: x221-05113;  pos cd: black
3172,red tail rotor blade boot has a hole          
796,"after flight aircrew found the rh ib mlg brake assembly worn, wear indicator pin is sitting flush in guide pin housing.          "
13259,black bim shows black.          
2973,rh nose landing geartire is worn beyond limits          
13749,red out board lower damper bracket bushing gouged.          
644,7rb3 strut worn. lower and upper eyelet atachment hareware wearing into strut allowing for lateral play ****strut interface eyelet was bent****          
24810,yellow lower centering socket loose.          
14589,aft scissor moves side to side          
2038,brake pressure very poor on both pilot and copilot sides. **ts down to a faulty parking brake transfer valve module. utilize the backup brake switch for pilot to get adequate brake pressure if needed. poc sgt maurer          
18141,admin install aft scissor
19499,red mrb blade abrasion strip is disbonding
2790,mrh fluid level low          
555,rh outboard mlg tire has a flat spot          
25021,black tail rotor boot has slippage.
4716,main rotor head accumultor low.
26658,hole in blue tail rotor boot.
13816,perform main rotor head final ground smoothening.          
15089,main rotor head accumulator pressure low          
2105,lh nlg tire worn beyond limits.
6116,perform tail rotor bias check due to phase.          
8235,tail balance ool
7222,hole in red tail rotor boot.          
6980,"low mrh acumulator, hydraulic side."
1178,mrc-100 card 47 mrh damper accumulator psi low          
4690,rh nose tire has multiple cuts beyond limitations          
1939,lh nlg tire worn
13957,cannibalized item: fold hinge gear assy (ddsn: 8293g716) for modex 700 original mcn: 2ln3ntj          
27726,remove yellow main rotor blade.
7881,blck mrh blade tip cap sealant separting          
3323,yellow blade damper hose chaffed.          
24220,blue tail rotor blade boot torn out of limits.          
1655,rh ob mlg tire worn beyond limitations          
27043,deice harness bracket on black blade is digging into bonding bonding wire for lead stop.          
10556,yellow main rotor blade damper outboard damper bearing out of limits.          
447,lh nlg tire needs to be changed as match set          
14790,blue lower centering socket loose.          
16836,blue blade centering socket is loose.
12019,bifilar hardware is worn.          
7232,main rotor head accumulator low
22890,blue droop stop cam worn ool.          
8860,main rotor head accumulator hyd low
14400,mrh is out of limits.          
26913,mrh in flight vibes out of limits.
400,perform main rotor head vibration analysis due to abnormal vibes (jcn:km0071355)          
11073,red blade bolt  safety wire backwards.          
2419,rh inboard mlg tire is worn          
1139,main rotor head out of limits
17536,remove blade fold distributor due to replacement of swashplate. reinstall when notified by maintenance control.          
2838,"lh nose tire has excessive, uneven wear.          "
27052,remove and reinstall red blade due to pmi when directed by maintenance control.
9099,perform tail ground vibes
1907,mrh vibes ool          
27780,remove {red} mrb assy s/n:a237-05252 for level iii preserbation. install when notified by maintenance control.
16642,remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: x221-00249;  pos cd: blue
12125,main rotor head accumulator is overserviced          
1909,right hand main landing gear tire pressures low          
9454,blue and yellow reduction gear housing hardware worn.
2808,lower centering socket on mrh yellow blade has play          
27056,loose ziptie on yellow trb boot.
27788,hole in yellow tail paddle boot
15991,aft scissor bearing worn. abcd 23.1          
3489,lh nlg tire pressure low.          
3848,nose landing gear torque tube hardware is corroded and needs to be replaced.          
24545,abcd-13.9 yellow tail paddle tip cap has worn rivets          
27309,multiple blade fold switches out of adjustment.
430,rh inboard main landing gear break pad wear pins are flush with cylinder
27048,aft expandable pin worn out of limits (parts ordered on ddsn: 9238gs71).
3884,rotor head aft scissor has up and down play.
27467,remove and reinstall all blade fold harness's for pmi induction.
12415,blue spindle lock detent worn. card d-121.          
24127,mrh accum low. refer to jcn: q70149554 for excessive leakage with less than 10 flight hours. time last serviced: 2633.9. time now: 2635.2.          
23464,mrh vibes ool.          
17795,yellow blade mount bolt safety wire broken.          
25325,aft lower scissor bearing worn out of limits.          
22770,main rotor head out of limits.          
17736,main rotor head accumulator in the red          
1191,remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: a221-02317;  pos cd: black  issued: a2523.2 drop dead: a2544          
10532,scir change:  00jfidl.  remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: a221-03807;  pos cd: black dd: a2585
1657,rh nose tire worn
22158,red blade tip cap has 8' delamination 1' deep.          
3587,black blade hinge lockarm bolt torque stripe broken.
3078,mrh accumulator low          
14194,mrh hydraulic low (red) card 47.1 ta          
11188,scir change:  46siwd6.  bare metal on blue blade cuff to spar bolt. ccdd: 9jan18 refer to mcn: 46siwd9 for conditional.          
24522,lower pressure plante failed 9 -13 flight hours torque check.          
25277,black t/r boot torn. card ac-70.3          
13452,red tail rotor boot has a cut.          
6517,hole in black tr boot .          
6571,main rotor head ool
15106,red blade fold motor corroded          
2383,red tail rotor paddle abrasion strip disbonding
25747,mrh accumulator reads red.
9927,black blade lower centering socket has play          
817,main rotor head accumulator hydraulic level low.
807,landing gear tire pressure low          
1335,spindle parts ool.          
4741,9-13 tq check failed on tail rotor outboard retention plate.
20130,main rotor head accumulator low.          
17384,tail rotor ool
25497,mrh accum low.          
17072,zip tie on blue paddle rotor boot has slipped off.          
3821,mrh low
13023,card 29 yellow blade fold harness b switch safety wire broken          
4081,check and service tire pressures as required for the lh/rh nlg tires and the lh/rh ib/ob mlg tires.          
3510,fom tail rotor pitch beam.          
15277,hole on yellow tail rotor boot          
2094,rh ob mlg tire flat          
4303,yellow paddle boot tip ties loose. card: 11.12          
23654,worn main rotor bifilar weight hardware.          
18238,black damper line leaking at quick disconnect.          
12991,black tail paddle boot torn. card: 11.12          
23127,main rotor head fluid level is low.
18476,blue damper leaking ool.          
25170,extrusion found on blue trb pivot bearing. limits no extrusion allowed.          
477,rotor head accumulator hydrualic pressure is over-serviced.          
14926,card 46- mgb is overserviced          
10688,red mrh          
10478,mrh low
4683,tail rotor ool
1,yellow mrh damper failed 9-13 torque check.
19008,mrh accumulator  low  1/4 in first green          
18984,install black blade in support of post pmi.          
19587,mrh accumulator low.          
20156,red tail rotor boot ool.          
14835,blue blade cuff to spar bolts bare metal          
22783,yellow inboard damper bearing worn ool.
4006,d-120.1 red blade droop stop worn
22357,blue spindle lockpins have longitudinal gouges that are ool.          
5885,yellow tail rotor boot torn          
13080,low main rotor head at 1600 psi. mrc-100. step 47.1.          
10514,yellow hinge cam follower seized          
10945,scir change:  40p5ksk.  worn paint on all four mrh blades leading edges          
3505,remove black tail rotor pitch control link.
3069,nose landing gear left and right tire pressures low          
21461,forward swashplate bearing worn ool.          
26061,red/blue bifilar weight h/w spacer worn- abcd-23.2          
80,rh ob mlg tire worn beyind limits.          
13646,erosion strip delaminating on black tr blade card abcd 13.8          
18454,inboard tail rotor paddle pivot bearing out of limits. ac-70.3          
17570,all lower centering sockets worn          
21282,tail rotor paddle ( blue/black) worn out of limits.          
22511,tail balance vibrations ool
7667,red tail rotor blade has a hole in boot.
26083,rotor brake pressure low          
21314,black inboard pcl bolt gouged. ac-70.2
1464,yellow tail paddle boot torn.          
23889,bim indicator worn          
2342,tail rotor boot on yellow tail rotor blade has a hole where it was previosuly potted.          
20561,remove pitch beam due to inboard ret plate 9-13 tq check. re-install w/n/b/m/c
9038,scir change:  1h094g9.  remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: a221-00054;  pos cd: blue          
4589,landing gear control solenoid valve f(p) (fcc 3 ) ***troubleshot down to internal failure of landing gear remote pressure switch***          
16148,tail rotor vibration ool at 1.03          
26088,perform main rotor head rig          
13945,yellow droop stop worn          
27243,install yellow main rotor blade tip cap.
26493,perform ground vibe due to removal and reinstallation of tail pylon and 30-day no fly iaw a1-h60rs-vib-200          
27698,remove / reinstall main rotor head indexer for pmi prep
1817,lh nlg tire has morter safty pin lodged into sidewall.          
4570,emergency extension pneumatic reservoir outside of servicing tolerances          
24611,aft scissor outter bearing ool          
14781,black damper outboard bearing worn past limits          
13614,"remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: a221-01575;  pos cd: black. issued a2014.9, due a2014.9, next due a2714.9.          "
7814,blue bifilar weight assembly bolt scored ool. card abcd: 23.2
8358,main rotor head accumulator low
2555,yellow lower lockpin  puller stripped.          
3900,rh nlg tire is worn beyond limit.
20678,mrh accumulator servicing low.          
13981,yellow damper qd male and female end worn ntb replaced          
27499,remove main rotor mag pickup  to facilitate the removal and replacement of swashplate re-install mag pickup when notified by maintenance control.
23865,mhr low          
1563,damaged tip cap on black tail rotor blade. card ac-70.2          
2719,scir change:  23672fe.  *dd:20191121 right hand main landing gear link assembly lower jamnut has minor surface corrosion.
1518,blue tail blade pivot bearing has metal extrusion.  ac-70.3          
1587,aft scissor bushings bore surfaces ool. abcd-23.5          
25879,remove and replace lower #18 screw on blue mrb.          
2866, perform 10 min penelty turn due to replacement of mgb filter          
1836,rh nlg tire tread out of limits
633,left hand inboard and outbaord main landing gear tires need servicing          
4207,rh nlg tire cut beyond limits          
8990,tail balance out of limits.          
25142,red lower hub liner worn ool d-119.1          
23792,red mrh          
28035,blue pcr upper and lower rod ends not cotter keyed.
17241,scir change:  00cdbm1.  lateral one per vibe felt at varying airspeeds from 60kias to 110kias. did not render aircraft unsafe to control or to fly. advisory maf to note trend.          
17623,scir change:  1xlm2bu.  red main rotor blade fold harness insulation torn. card d-112.          
7824,lower pressure plate failed torque check.
1905,install mrh bladefold indexer following removal of mgb dessicant breather (pmi) iaw a1-h60ra-150-300.          
7126,tail rotor indexer is cracked and will not retract.          
2942,main rotor head accumulator is low.          
4223,blue blade anti-flap spring inoperable.          
22504,"forward scissor bearing is worn. mrc-400, card 23.4."
11937,remove red main rotor blade tip cap to facilitate removal and replacement of red main rotor blade.          
22209,tail vibes out of limits          
1183,mrh low          
14341,safety wire broken on blue lower centering socket h/w. card 62.1. ddd 27feb18.          
23048,mrh vibes out of limits          
18334,yellow droopstop worn. abcd card 23.          
12106,mrh inflights out of limits          
795,yellow elastomeric bearing gouged ool          
5122,install blue main rotor blade
7774,mrh hyd fluid low
24908,worn lower centering socket on red spindle. d-119          
5285,black blade bim indicator shows black. mrc-300 card 24.6.          
424,black bifilar tapered washers worn out of limits. card abcd-23.2          
8010,perform tail rotor bias check due to phase iaw a1-h60ca-mrc-400 card 70.7
16083,during automatic bladefold afcc called gbc 202 (aft b/f transducer). auto bladefold is inop. aft transducer seal is broken as well.          
4055,all tires pressures low.
14624,mrh accumulator low          
10289,main rotor vibes out of limits.          
13026,mrh aft scissors has play          
26980,red pitchlock actuator connector is bent.          
23857,black mrb below minimum when servicing blade but above minimum when checking installed blade for 72f. blade measured at 9.5psi
14824,fwd swashplate scissor h link worn out of limits. card ancd 23.5          
19921,worn upper black centering socket. found on card d-119.1 of mrc-400.          
5672,yellow spindle journal bearing zip ties need to be replaced card: abcd 23.1          
23692,yellow elastomeric bearing s/n on spherical bearing and s/n on asr card do not match.  original mcn:1wdb466.          
11028,blue spindle hardware worn          
371,tail rotor indexer shaft bent.
25828,fwd and aft scissor swashplate retaining plate bearing bolts worn. mrc-400 card abcd 23.5          
11,mrh accumilator servicing low.
3899,mrh out of limits          
15785,inflight vibes out of limits          
7780,out of limits fwd scissor.
14291,mrh low
1619,blue damper bleed bolts safety wired incorrectly.          
20345,in flights vibration out of limits.          
12762,remove and replace red main rotor blade due to corrosion on doubler ool.          
3871,mrh accumulator low.          
5138,black elasto bearing outer race worn out of limits.
2639,mrh fwd scissors has play          
13293,red blade damper seeping.          
3996,blue and black tail paddle tip cap rivets are worn and have evidence of errosion.          
16913,main rotor head accumulator low.          
16605,red and blue main rotor blade lockpin pullers have excessive rotation.
3576,rh nlg tire worn beyond limits          
9531,install main rotor pitch horn assy to document spindle change for high time tracking purposes.          
22741,mrh low          
13676,apu accumulater low 2600 psi ta card 15          
5068,mrh is ool
15543,main rotor ground vibes out of limits.
2773,"mrh accumulator low, in the red          "
4573,lh nose landing gear tire tread worn beyond limits          
26099,"black main rotor pitch lock jam nut dropped during installation, in main rotor head area.          "
9974,blue tail rotor tip cap rivits worn ool.
1015,play in mrh swash plate fwd scissor.          
11461,yellow tail rotor paddle boot has a hole.
20071,red lower centering socket teflon is worn. card d-119.3          
4238,small tare yellow tail paddle boot          
26199,mrh in the red.          
3591,right and left nose landing gear tire pressures low.
3958,mrh accumulator is in the red
22700,droop stop spring worn causing blade to pop down when checking flight controls no conditional required.          
13969,the mrh accumulator hyds are in the red and the head nitogen is at 1300. psi          
13827,red main rotor blade safety wire broken.          
25963,perform torque stabilization on yellow q800775230 red hinge weight bolts due to failed 9-13. refer to q80090600 for new 9-13          
27388,blue tail rotor boot torn
1879,remove blue blade blade for pmi induction          
19036,low fluid level on mrh accumulator          
2427,yellow damper qd loose.          
5641,mrh servicing low          
17002,main rotor head vibes out of limits          
992,tail rotor black blade boot torn          
21224,main  rotor head accum low          
6461,mrh ool          
23747,blue mrb tip cap damage          
10635,hover vibs ool.          
21859,yellow tail rotor boot torn.          
14056,main rotor head accumulator hydraulic side is low
4882,mrh accum. is overserviced
5073,inner and outer bearings of main rotor head black damper worn beyond limits.
2142,blue outboard main rotor damper failed 9-13 torque check.          
18953,main rotor head vibrations out of limits.
19949,red tail rotor boot is worn.          
154,tail rotor indexer not disengaging.
3750,black blade dose not fold. pitch locks drives in and pitch horns drive out.          
1315,lh nose tire worn
25132,remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: a221-05073;  pos cd: yellow          
2243,replace nlg tq tube end fittings due to mfr date called out in afb-179.          
25422,d-119 yellow main rotor blade droop stop worn.
27801,tail rotor indexer actuator head broken off. all pieces accounted for.
4040,main rotor head accumulator low
11300,rig all four blade fold harnesses
26606,red blade fold lock pin engaged.          
24053,perform 3 degree bias          
3742,yellow blade mrh anti flap chipping          
27398,perform after 9-13 flt hour journal bearing inner and outer race visual inspection.  time now: a1557.0 time due: a1566.0 nlt: a1570.0.
548,rh ob mlg tire has melted tarmac embedded into sidewall
11172,worn lat expandable pin. card bd-84
26470,"main rotor head accumulator low, fluid level is in between red and low green.          "
6304,scir change:  26xiu8g.  blue pcl jamnuts have light surface corrosion.
5400,mrh ground vibes out of limits.
2937,play in red mrb lower centering socket.          
4438,final ground vibes ool. vibes were 0.37 and limit is 0.35.          
21414,mrh accumulator low.          
27396,install red tail rotor pitch control link
14127,main rotor head accum overserviced          
2377,step 47.1 the mrh hyds in the red.          
112,main rotor head accumulator fluid low.
2687,found pitting on lh main landing gear shock strut          
4539,mrh ground balance ool.
2889,black main rotor head accumulator damper quick disconect (hydrualic line side) cracked.          
3318,yellow and black top side centering sockets loose.          
3066,original:  1mpm9w5.  left hand main landing gear idler arm is hardware is worn.
17181,apu accum low. card: 15          
20319,red inboard pcl fails torque check.          
26384,black blade fold harness has open wire inside causing blade fold motor to not operate.          
22352,mrh accumulator low.          
20978,cut on red trb paddle boot
12336,mrh low          
10797,spar center plug on red/yellow paddle corroded beyond limits. card ac-70.2          
16256,mrh accum low
18667,perform tail rotor balance for repair on tair rotor tip cap          
13961,main rotor head nitrogen level not in limits see mrc-100 step 47.1          
6240,perform ground vibs due to replacement of blue tail rotor tip cap.          
1311,red damper line leaking          
2842,left hand inboard and outboard main landing gear tires require pressure.          
16657,safety wire lead stop bolts.          
3703,lh nose landing gear tire worn
12741,"tail rotor linear actuator follower gouged on aft portion. follower out of limits measured at .040 inches, limit is 0.005-0.030 inches between follower and cam valley.          "
10998,red mrh hinge pin is gouged ool. card d121.          
904,hole in red tail rotor boot          
11676,main rotor head low          
919,mr lateral swashplate link expandable pin is worn          
8987,"scir change:  00jbmlc.  replace red upper pcr bolt to comply with afb-0299 no later than 200hr/next phase. time now: 1,948.9          "
18346,main rotor head accumulator low.
27673,trb boot torn on inner black blade. mrc-300. card 11.12.
656,tail rotor outboard retention plate gouged          
925,mrh overserviced          
515,rh nlg tire worn beyond limits
22638,black damper inboard and outboard bearings ool.          
12799,bd-95 yellow mrb tip cap cracked out of limits.          
3437,lh ib tire worn beyond limits
25478,step 47.1 the mrh hyds are low.          
18313,black tail rotor boot torn.          
24058,hydraulic fluid leaking from yellow damper qd.          
237,l/h #1 mlg weight off wheels switch posted during flight          
13799,mrh fluid level is low.          
1816,"left nose landing gear tire has a cut in tread that is beyond limitations of 4/32"".          "
5391,perform full bleed and service of main rotor head accum for troubleshooting high in-flight vibrations.
17584,worn shims on red main rotor spindle.          
10064,remove and reinstall red main rotor blade when notified by maintenance control.
7473,red fold hinge failed insert checks. failed inserts are marked with black x.
2088,tail rotor blade pcl jamnuts locking device misaligned          
1660,aft swashplate spherical bearing play ool          
8076,"worn inserts on red, blue, black, yellow hub. mrc-400 card d-119.1 step 3.5"
6911,remove and replace lower #6 tip cap screws on blue main rotor blade
4271,main rotor accumulator nitrogen pressure out of limits at 1350.          
11330,black tail rotor blade abrasion strip coming undone.
16106,auto ool          
8630,blue tail paddle has a working rivet
5864,blue centering socket has excessive play.          
23278,main rotor head vibes ground ool          
16644,yellow main rotor blade corroded out of limits. a1-h60ca-mrc-400 card bd-95.          
25019,remove blue tip cap due to blade being turned into supply nrfi.          
15580,red spindle upper and lower lock pin bearings worn ool.          
19472,remove blue main rotor blade tip cap as match set for blue main rotor blade removal and replacement. refer to mcn: 249v3wu blue main rotor blade removal and replacement.          
341,remove mgb accelerometer to facilitate removal and replacement of mrh swashplate. reinstall w/n/b/m/c.          
5754,main rotor head low.          
23593,mrh swashplate fwd spherical ball bearing ool. card ac-62.10          
1684,the swashplate uniball was popping/jumping with a grinding feeling in the flight controls when performing the flight control bearing checks.          
12248,worn tip cap rivet on red tail paddle.
19098,install red main rotor blade.          
12821,remove and reinstall beenie to assist 120 in mrh service.          
846,cannibalized item: weight on wheels switch bracket (ddsn: 8168gz04) for modex 01 original mcn: 4dnpcx9
24891,main rotor ool.          
24583,mrh accumulator low          
2943,red tail rotor boot torn. ntb replaced.          
1382,the mrh hyd accumulator reads red          
8995,one quarter of red blade bim indicator is black.          
6929,forward swashplate scissor upper bolt gouged ool.
19013,mr fwd scissor play          
11992,main rotr aft scissor assy. hardware worn          
23503,black pitch lock motor inop.          
3582,mrh accumulator fluid level overserviced.
7565,no blade spread light.          
7604,worn yellow tip cap screws
24045,card 47.1- main rotor head acc low. reading close to red.          
19007,mrh accumulator  hydraulic side low.          
8213,tail rotor ool
4087,rh nlg was visible cross weave broken. tire out of limits          
11208,main rotor head accumulator hyd low.
8888,perform tail pylon sig vib          
5039,inner and outer bearings of main rotor head red damper worn beyond limits.
1510,yellow pitch lock seized. used blade fold test set and slaved in harness.manually drove pitch lock out into housing. reinstalled hardware. hardware needs to be torqued and safety wired and pl motor needs safety wire. pitch lock appears to be working withb
18389,tail rotor bias failed.          
23440,perform tail rotor balance due to the replacement of pcl rod ends.          
26999,"blue elastomeric bearing inner teflon lining damaged beyond repair. mrc-400, card d-120."
26571,main rotor head low          
17360,yellow blade damaged from wave hitting aircraft. tip cap damaged. blade cracked on trailing edge          
22125,blue pitch lock liner ntb shimmed          
98,co-pilot brakes malfunction troubleshot to a bad parking brake/transfer valve module          
1973,lh and rh brakes weak takes both pilots to pump brakes          
1875,nlg down and locked limit switch no.2 (rh) is f(p)          
11771,mrh accumulator low. current a/c time now:939.7          
12045,perform tail section vibration signatures iaw vib-200 due to removal and replacement of tail rotor servo.          
18343,mrh accum hyd low          
23342,coffee can low          
3517,"lh ibd main landing gear tire worn below 1/32"".          "
8092,mrh accumulator hyd low
21246,aft scissor spherical bearing have up and down play          
4320,replace rh nlg tire to match set          
14737,mrh fluid level is low          
2495,lh nose landing gear tire out of tolerance          
15494,tail health and tail balance ool          
27025,bleed and service mrh accumulator due to removal of mrh dampers . b-101
712,lh mlg shock strut low pressure gauge has a hole in it; causing loss of pressure
1424,remove blue blade for pmi prep.          
26731, check/set 3 degree bias iaw a1-h60ra-140-300. para 4          
9155,main rotor head out of limits
15356,broken safety wire on tail split ring assembly          
22672,mrh low
4969,original:  2mf06x2.  cannibalized item: pneumatic reservoir module (ddsn: 8080gq33) for modex 13 original mcn: 2mf06x0
12025,yellow mrh damper leaking ool          
13274,"remove mrh index shaft and harness adel clamps, reinstall iaw a1-h60ra-260-300 when directed by maintenance control.          "
22940,disconnect tb-10 to facilitate removal of main rotor accumulator.          
6189,aft scissor bearing ool. abcd-23.4          
19015,yellow tail rotor boot has small tear.          
5978,tail rotor ool          
137,freespinning right hand main landing gear door strut          
16245,yellow droop stop damaged beyond limits          
26294,red elastomeric bearing centering ring damaged out of limits.          
573,"left side brakes stopped working, had to stop the aircraft using the right side brakes."
24558,main rotor head ool at 140 and vh.          
4076,mrh vibration analysis out of limits.          
12449,red blade reduction gear housng seized.
5575,tail indexer will not index
15292,black elastomeric bearing worn beyond limits          
12530,nitrogen pressure gauge does not read properly.          
4558,all tire pressures are low          
14392,mrh low.
22653,blue tail rotor blade boot slipping off ziptie          
17944,main rotor head low.          
9804,blue spindle insert ool. bolts moves at 14 in/lbs. main rotor hub is marked with a black 'x' stating bad insert.
4615,black tail rotor boot torn
2180,left hand nlg tire is worn.          
2700,right main landing gear light on lgcu burnt out.
1511,tail rotor quadrant retaining nut torque stripes misaligned.          
27588,blue lockpin puller safety wire broken.
21484,lower pcr bolts gouged ool
10912,scir change:  47dfd30.  remove and replace component nomenclature main rotor head damper assy;  part no: 70106-28000-048;  serno: a221-04317;  pos cd: yellow          
7933,yellow blade corroded beyond limits on tip cap attachment flanges.** pre track -25**
24102,main rotor head accumulator low.          
20435,red blade fold harness fold switch shorted. blade fold test set indicates fold light when switch is not activated.          
27217,"rivet heads broken or protruding out on tail rotor blade tips black, red and blue"
20191,install red main rotor blade iaw applicable mims. s/n: a237-04345          
14577,damper hyd line nut fell during installation. refer to mcn 00jdfh6/jcn qg0193511 for fod search conditional.(critical area zone 6)          
20208,mrh accumulator low
19287,"blue  elastomeric thrust bearing centering ring has a gouge of 0.019"", limits is no more than 0.010""          "
4667,black bladefold harness bracket on pitchlock switch is broken          
7552,tail rotor indexer inop.          
8306,"port tlg tire psi low, reads 95 psi."
17660,abnormal vertical gallop at 120 kts.          
15398,main rotor head hydraulics low.          
1778,red tail rotor blade pivot bearing has extrusion.          
464,main rotor head hydraulic side low. refer to jcn: for conditional.          
2852,right hand main landing gear door strut interface assembly gap check during 140 hour inspection was out of limits.          
21320,mrh accum low fluid          
3060,mrh low          
22905,main rotor head fluid level low.
13140,mrh accum low.          
8145,main rotor accum hydralic hose to black dampener excessive leakage.
5850,all pcr jamnuts need to be torqued and safety wire'd.
1391,scir change:  1p1oahk.  nose wheel steering out of range switch f(p). requires troubleshooting in accordance with 3250ek - 4a9b.
4377,tail rotor blade position 1 pivot bearing worn beyond limits. card ac- 70.3          
22809,low mrh accum. mrc-100 step 47.1.          
27490,bad bim on black blade. mrc-100 step 49
8214,hole in tail rotor boot
2844,lh nose landing gear tire worn beyond limits
23712,black damper bearings worn ool.          
14117,remove black blade to facilitate replacement of bifilar incerts.  reinstall when notified by maintenance control.
918,perform full bleed and service on main rotor head accumulator due to fom main rotor distrubitor due to torque checks.          
6984,worn lateral expandable pin.          
13180,mrh yellow damper inboard and outboard bearings worn out of limits.          
16304,mrh accumulator hyd level red.          
18249,card d-119-1 red centering sockets hardware worn          
